PartitionKey,RowKey,Outcome,MarriageDate,ChildrenData,DivorceData,DivorceDate,MalePersonId,FemalePersonId,Embeddings,KutaScore,MarriageDuration
Love-4346036c79,,Happiness,07/01/2004,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":"""",""dataCredibility"":""low""}}",01/01/0001,PhilippeKaterine1968,HélénaNoguerra1969,"[0.0,6.0,8.0,0.0,0.0,2.0,1.0,0.0]",45,0
Love-43cc1f7ad5,,Dissolution,02/27/1964,"{""children"":{""adoptedCount"":""1"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""high""}}","{""divorce"":{""reason"":""irreconcilable differences"",""dataCredibility"":""high""}}",06/27/1975,SonnyBono1935,Cher1946,"[3.0,0.0,8.0,7.0,5.0,2.0,1.0,0.0]",70,11.329226557152635
Love-44059a3f02,,Tragedy,01/01/0001,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""0"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""violence"",""dataCredibility"":""high""}}",01/01/0001,TravisAlexander1977,JodiArias1980,"[3.0,0.0,8.0,7.0,0.0,0.0,1.0,0.0]",55,0
Love-440b769cfd,,Dissolution,07/05/1972,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":"""",""dataCredibility"":""""}}",07/01/1984,ThierryRoussel1953,Jean19521,"[0.0,6.0,8.0,7.0,5.0,0.0,1.0,0.0]",75,11.989961213780514
Love-44dfe46959,,Happiness,04/20/1985,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""5"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,BillyConnolly1942,LindaFinnie1952,"[3.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0]",35,0
Love-4540ee7b8e,,Dissolution,07/01/1960,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""0"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",07/01/1961,PhilippeVenet1929,HubertdeGivenchy1927,"[3.0,0.0,8.0,0.0,5.0,2.0,1.0,0.0]",55,0.999315537303217
Love-45dc499124,,Dissolution,07/01/2001,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",07/01/2006,GuillaumeCanet1973,ZoéFélix1976,"[0.0,0.0,8.0,7.0,5.0,0.0,1.0,0.0]",60,4.999315537303217
Love-46047e55a3,,Happiness,04/27/1941,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":"""",""dataCredibility"":""low""}}",01/01/0001,MarioDelMonaco1915,NellaMariaBonora1904,"[0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0]",40,0
Love-46e0df6ffe,,Happiness,08/12/1996,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""3"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""not available"",""dataCredibility"":""low""}}",01/01/0001,CharlesBerling1958,EvelyneBouix1953,"[0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0]",20,0
Love-4754a45249,,Happiness,01/01/0001,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,IainGlen1961,DiannePatriceDurham1968,"[3.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0]",50,0
Love-480c355bc0,,Dissolution,07/05/2003,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":""healthy"",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":"""",""dataCredibility"":""low""}}",12/21/2007,ThierryHenry1977,Jean1964,"[0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0]",20,4.462696783025325
Love-483cb53a2a,,Happiness,06/27/1992,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":""one son has disability"",""dataCredibility"":""high""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,AndreaBocelli1958,ElisabettaDonaggio1970,"[0.0,0.0,8.0,7.0,0.0,2.0,0.0,0.0]",45,0
Love-48660db017,,Dissolution,07/18/1992,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""1"",""diedChildrenCount"":""1"",""childrenHealth"":""Bobby Kristina Brown had health issues"",""dataCredibility"":""high""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",04/24/2007,BobbyBrown1969,WhitneyHouston1963,"[3.0,0.0,8.0,0.0,5.0,0.0,0.0,0.0]",45,14.765229295003422
Love-486ebaa66c,,Dissolution,06/02/1951,"{""children"":{""adoptedCount"":""2"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",08/02/1962,TonyCurtis1925,NickyCharisse1942,"[0.0,0.0,8.0,7.0,5.0,2.0,1.0,0.0]",65,11.16769336071184
Love-48fffbacec,,Dissolution,07/12/1972,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":"""",""dataCredibility"":""""}}",07/01/1984,ThierryRoussel1953,Jean19531,"[3.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0]",35,11.97079625827059
Love-495822a5b7,,Happiness,06/29/1980,"{""children"":{""adoptedCount"":""3"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,JamesArness1923,JennyLeeAurness1950,"[0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0]",20,0
Love-49e2387ae7,,Happiness,01/09/1897,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""6"",""diedChildrenCount"":""1"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,CharlesPéguy1873,MarieLeneru1875,"[0.0,0.0,8.0,7.0,0.0,0.0,1.0,4.0]",55,0
Love-49f0d425b6,,Happiness,11/07/1980,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""6"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":"""",""dataCredibility"":""low""}}",01/01/0001,MikeBarnicle1943,AnneFinucane1952,"[3.0,6.0,8.0,7.0,0.0,0.0,1.0,4.0]",80,0
Love-4aabb5a7b4,,Happiness,12/23/1951,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":"""",""dataCredibility"":""low""}}",01/01/0001,HowardBaker1925,JoyDirksenBaker1929,"[3.0,6.0,8.0,7.0,5.0,0.0,1.0,0.0]",85,0
Love-4ab82e8095,,Happiness,06/15/1980,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""0"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""low""}}",01/01/0001,Paul1838,Jean1954,"[0.0,0.0,8.0,7.0,0.0,0.0,1.0,0.0]",45,0
Love-4b3bc39a33,,Dissolution,07/05/2003,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":""healthy"",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":"""",""dataCredibility"":""low""}}",12/21/2007,ThierryHenry1977,Jean1966,"[3.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0]",30,4.462696783025325
Love-4bd6f0bf6c,,Happiness,01/29/1958,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""3"",""diedChildrenCount"":""1"",""childrenHealth"":""Scott Newman died of an accidental overdose in 1978"",""dataCredibility"":""high""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,PaulNewman1925,Jean19421,"[0.0,6.0,8.0,7.0,5.0,0.0,1.0,0.0]",75,0
Love-4c554d5041,,Happiness,09/20/1985,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""5"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,BillyConnolly1942,LorraineMcIntosh1964,"[0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0]",20,0
Love-4ca16b08b1,,Happiness,06/16/2011,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""5"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,GianluigiBuffon1978,NadiaRoccia1979,"[3.0,0.0,8.0,7.0,0.0,2.0,1.0,0.0]",60,0
Love-4d19cdd911,,Happiness,06/18/1952,"{""children"":{""adoptedCount"":""1"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":""healthy"",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,AlbertSchweitzer1875,IlseKünkele1925,"[0.0,0.0,8.0,7.0,0.0,0.0,1.0,0.0]",45,0
Love-4d6bbd3c9c,,Happiness,06/24/1933,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":""no issues"",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""low""}}",01/01/0001,PrimoCarnera1906,MinoDoro1903,"[3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0]",30,0
Love-4dda2b7c33,,Happiness,01/29/1958,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""3"",""diedChildrenCount"":""1"",""childrenHealth"":""Scott Newman died of an accidental overdose in 1978"",""dataCredibility"":""high""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,PaulNewman1925,Jean19423,"[0.0,6.0,8.0,7.0,5.0,0.0,1.0,0.0]",75,0
Love-4eeeb5a0b1,,Struggle,01/01/0001,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""0"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",01/01/0001,JerryBrown1938,LindaRonstadt1946,"[3.0,6.0,8.0,0.0,5.0,0.0,1.0,4.0]",75,0
Love-4f3d157b4b,,Dissolution,08/03/1999,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""high""}}","{""divorce"":{""reason"":""divorce by mutual consent"",""dataCredibility"":""high""}}",08/26/2013,VincentCassel1966,MonicaBellucci1964,"[3.0,6.0,8.0,7.0,5.0,0.0,1.0,4.0]",95,14.064339493497604
Love-4fa6a958c1,,Happiness,12/22/1968,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":""healthy"",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,MikeMinor1940,LindaKayHenning1944,"[3.0,6.0,0.0,7.0,5.0,0.0,1.0,0.0]",60,0
Love-50101a9cb1,,Dissolution,02/10/1933,"{""children"":{""adoptedCount"":""1"",""biologicalCount"":""0"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",12/25/1940,LouisJouvet1887,RenéeSimonot1911,"[0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0]",20,7.871321013004791
Love-507b69f099,,Happiness,11/10/1956,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":"""",""dataCredibility"":""low""}}",01/01/0001,YvesRobert1920,DanièleDelorme1926,"[0.0,6.0,8.0,7.0,0.0,0.0,1.0,0.0]",60,0
Love-514a7e919f,,Happiness,01/12/1958,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""3"",""diedChildrenCount"":""1"",""childrenHealth"":""Scott Newman died of an accidental overdose in 1978"",""dataCredibility"":""high""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,PaulNewman1925,Jean19311,"[0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0]",15,0
Love-5161eda8ca,,Happiness,01/29/1958,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""3"",""diedChildrenCount"":""1"",""childrenHealth"":""Scott Newman died of an accidental overdose in 1978"",""dataCredibility"":""high""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,PaulNewman1925,Jean1944,"[0.0,0.0,8.0,0.0,5.0,0.0,0.0,0.0]",35,0
Love-518e8c6337,,Dissolution,07/01/1998,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""medium""}}",07/01/2003,VincentLindon1959,SandrineKiberlain1968,"[0.0,0.0,0.0,7.0,5.0,2.0,1.0,0.0]",40,4.999315537303217
Love-51f1e5bfdc,,Happiness,08/15/2015,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""0"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""low""}}",01/01/0001,Marie1836,ChristopheLeMaitre1990,"[3.0,0.0,8.0,7.0,5.0,0.0,1.0,0.0]",65,0
Love-526419422c,,Dissolution,12/29/1982,"{""children"":{""adoptedCount"":""1"",""biologicalCount"":""4"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",12/29/1986,JohnnyHallyday1943,NathalieBaye1948,"[0.0,0.0,8.0,0.0,5.0,0.0,1.0,0.0]",40,4
Love-5270eb04ed,,Happiness,12/15/1997,"{""children"":{""adoptedCount"":""1"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":"""",""dataCredibility"":""low""}}",01/01/0001,PhilippedeBroca1933,ClotildeCourau1969,"[3.0,0.0,8.0,0.0,5.0,2.0,1.0,0.0]",55,0
Love-52b09b5d2a,,Happiness,10/29/1957,"{""children"":{""adoptedCount"":""2"",""biologicalCount"":""2"",""diedChildrenCount"":""1"",""childrenHealth"":""one son had Down syndrome"",""dataCredibility"":""high""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""medium""}}",01/01/0001,FrançoisTruffaut1932,JeanPazzi1920,"[0.0,0.0,8.0,7.0,0.0,2.0,0.0,4.0]",60,0
Love-52d11869ee,,Dissolution,08/13/1964,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",07/01/1969,AlainDelon1935,NicoleCalfan1947,"[3.0,6.0,8.0,7.0,5.0,0.0,1.0,4.0]",95,4.882500570385581
Love-531b6953f5,,Dissolution,11/20/1978,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":""healthy"",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""medium""}}",07/14/1982,SteveMartin1945,SarahPurcell1946,"[3.0,0.0,8.0,7.0,5.0,0.0,1.0,0.0]",65,3.646817248459959
Love-5421c10db3,,Dissolution,08/20/1972,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""0"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""low""}}",03/15/1980,JamesParker1984,KarenLogan1949,"[0.0,0.0,8.0,0.0,5.0,0.0,1.0,4.0]",50,7.567419575633128
Love-545aec0566,,Happiness,08/30/1989,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,RomanPolanski1933,EmmanuelleSeigner1966,"[0.0,0.0,8.0,7.0,0.0,0.0,0.0,4.0]",55,0
Love-54ce35cd53,,Dissolution,07/05/2003,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":""healthy"",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":"""",""dataCredibility"":""low""}}",12/21/2007,ThierryHenry1977,Jean1963,"[0.0,0.0,0.0,7.0,0.0,0.0,1.0,4.0]",35,4.462696783025325
Love-551b77a57b,,Happiness,07/01/1932,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":"""",""dataCredibility"":""low""}}",01/01/0001,GinoCervi1901,AndreinaPagnani1906,"[3.0,0.0,8.0,7.0,5.0,0.0,1.0,0.0]",65,0
Love-55e0a7a130,,Dissolution,08/20/1954,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""3"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",02/20/1961,DanielGélin1921,Marie1937,"[3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",10,6.505133470225872
Love-55f3b3e689,,Struggle,07/03/1928,"{""children"":{""adoptedCount"":""1"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,HeinrichHimmler1900,AnnaKaltschmidt1910,"[0.0,0.0,8.0,0.0,5.0,0.0,1.0,4.0]",50,0
Love-562498dc79,,Happiness,05/15/1942,"{""children"":{""adoptedCount"":""2"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,TonyMartin1913,CydCharisse1922,"[3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0]",10,0
Love-56619b98b0,,Dissolution,07/01/1971,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""3"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""medium""}}",07/01/1976,JacquesHigelin1940,CatherineAlric1952,"[0.0,0.0,8.0,0.0,0.0,2.0,1.0,0.0]",30,5.002053388090349
Love-56b3e6112f,,Happiness,02/02/2008,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""high""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,NicolasSarkozy1955,CarlaBruni1967,"[3.0,6.0,8.0,7.0,5.0,0.0,1.0,4.0]",95,0
Love-56d70b7bb8,,Dissolution,11/10/1945,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""3"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",07/29/1954,DanielGélin1921,DanièleDelorme1926,"[0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0]",20,8.714579055441478
Love-57de70950c,,Dissolution,10/30/1949,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""3"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""medium""}}",05/20/1965,LouisMalle1932,Jean19292,"[0.0,0.0,8.0,0.0,0.0,2.0,1.0,0.0]",30,15.553730321697467
Love-58060a9e15,,Dissolution,07/01/1992,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""4"",""diedChildrenCount"":""1"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""not applicable"",""dataCredibility"":""high""}}",07/01/2003,GérardDepardieu1948,DarieBoutboul1958,"[3.0,6.0,8.0,7.0,5.0,0.0,1.0,0.0]",85,10.99794661190965
Love-58653c05f5,,Dissolution,08/13/1961,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",07/01/1969,DennisHopper1936,MariaKaySimms1940,"[0.0,0.0,8.0,7.0,0.0,0.0,1.0,0.0]",45,7.8831850330823645
Love-589a295da6,,Happiness,07/11/1935,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":"""",""dataCredibility"":""low""}}",01/01/0001,AlbertoLattuada1914,LauraAdani1913,"[3.0,6.0,8.0,7.0,0.0,0.0,1.0,0.0]",70,0
Love-58bad3b22b,,Dissolution,07/01/1992,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""0"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""low""}}",07/01/1993,TonyMendez1940,RobinQuivers1952,"[3.0,0.0,8.0,0.0,5.0,0.0,0.0,0.0]",45,0.999315537303217
Love-58d36524ee,,Dissolution,02/14/1926,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""medium""}}",01/01/0001,MauriceChevalier1888,LaMômeMoineau1908,"[0.0,0.0,8.0,7.0,0.0,0.0,1.0,0.0]",45,0
Love-58e46917e4,,Happiness,07/01/1961,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,JimDine1935,JoyceBlumbergKozloff1942,"[3.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0]",30,0
Love-59044a59ae,,Dissolution,06/01/1941,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""0"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",12/22/1942,WilliamHolden1918,ErikaKoth1925,"[0.0,0.0,8.0,7.0,0.0,0.0,1.0,4.0]",55,1.5578370978781657
Love-59c25cc1f5,,Dissolution,07/01/1944,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""4"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""medium""}}",07/01/1952,VittorioGassman1922,ElisaCegani1911,"[3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0]",20,8
Love-5a3589fbc6,,Dissolution,02/04/1934,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""medium""}}",01/01/1939,JeanGabin1904,CamilleHilaire1916,"[0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0]",20,4.906228610540725
Love-5a84674ce7,,Dissolution,07/01/2004,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""0"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""medium""}}",07/01/2006,YannMoix1968,VirginieLinhart1966,"[0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0]",20,1.998631074606434
Love-5ad523a2d4,,Happiness,06/08/1950,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""high""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,AndréBettencourt1919,LilianeBettencourt1922,"[0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0]",25,0
Love-5aeb134a74,,Struggle,01/01/0001,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""0"",""diedChildrenCount"":""2"",""childrenHealth"":"""",""dataCredibility"":""high""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",01/01/0001,ScottPeterson1972,AmberFrey1975,"[0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0]",15,0
Love-5b17d63d00,,Dissolution,09/10/1993,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",09/21/1995,DanielAuteuil1950,EmmanuelleBéart1963,"[3.0,6.0,8.0,7.0,0.0,0.0,1.0,0.0]",70,2.028747433264887
Love-5b4a10e2fd,,Happiness,01/30/1943,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":""healthy"",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":"""",""dataCredibility"":""low""}}",01/01/0001,AlexandreDesplat1961,Jean1917,"[3.0,0.0,8.0,0.0,5.0,0.0,0.0,0.0]",45,0
Love-5be5b09647,,Happiness,10/15/1953,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,Bourvil1917,SilviaMonfort1923,"[3.0,0.0,8.0,7.0,0.0,0.0,0.0,4.0]",60,0
Love-5c82d4f738,,Dissolution,01/01/0001,"{""children"":{""adoptedCount"":""3"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""divorce"",""dataCredibility"":""high""}}",01/01/0001,GeorgeLucas1944,LindaRonstadt1946,"[0.0,6.0,0.0,0.0,0.0,0.0,1.0,4.0]",30,0
